2024-06-09 12:58:46,231 - INFO - System Health Monitoring Started
2024-06-09 12:58:47,233 - INFO - CPU usage: 44.9%
2024-06-09 12:58:47,237 - WARNING - High memory usage detected: 88.5%
2024-06-09 12:58:47,238 - INFO - Disk usage: 86.2%
2024-06-09 12:58:48,266 - INFO - Process ID: 0, Name: System Idle Process, CPU: 0.0%
2024-06-09 12:58:48,266 - INFO - Process ID: 4, Name: System, CPU: 0.0%
2024-06-09 12:58:48,266 - INFO - Process ID: 56, Name: , CPU: 0.0%
2024-06-09 12:58:48,266 - INFO - Process ID: 80, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,266 - INFO - Process ID: 108, Name: Registry, CPU: 0.0%
2024-06-09 12:58:48,266 - INFO - Process ID: 128, Name: wsl.exe, CPU: 0.0%
2024-06-09 12:58:48,267 - INFO - Process ID: 200, Name: Code.exe, CPU: 0.0%
2024-06-09 12:58:48,295 - INFO - Process ID: 432, Name: smss.exe, CPU: 0.0%
2024-06-09 12:58:48,295 - INFO - Process ID: 568, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,296 - INFO - Process ID: 624, Name: csrss.exe, CPU: 0.0%
2024-06-09 12:58:48,296 - INFO - Process ID: 728, Name: wininit.exe, CPU: 0.0%
2024-06-09 12:58:48,297 - INFO - Process ID: 800, Name: services.exe, CPU: 0.0%
2024-06-09 12:58:48,297 - INFO - Process ID: 812, Name: LsaIso.exe, CPU: 0.0%
2024-06-09 12:58:48,297 - INFO - Process ID: 828, Name: lsass.exe, CPU: 0.0%
2024-06-09 12:58:48,298 - INFO - Process ID: 936, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,298 - INFO - Process ID: 968, Name: fontdrvhost.exe, CPU: 0.0%
2024-06-09 12:58:48,298 - INFO - Process ID: 1140, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,298 - INFO - Process ID: 1192, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,298 - INFO - Process ID: 1200, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1216, Name: conhost.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1248, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1268, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1292, Name: wslrelay.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1316, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1328, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1408, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1432, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1532, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1560, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1628, Name: WindowsPackageManagerServer.exe, CPU: 0.0%
2024-06-09 12:58:48,299 - INFO - Process ID: 1668, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 1676, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 1724, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 1736, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 1748, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 1772, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 1884, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 1920, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 1932, Name: igfxCUIService.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 2020, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 2112, Name: Code.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 2156, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,300 - INFO - Process ID: 2200, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,301 - INFO - Process ID: 2212, Name: msrdc.exe, CPU: 0.0%
2024-06-09 12:58:48,301 - INFO - Process ID: 2248, Name: chrome.exe, CPU: 0.0%
2024-06-09 12:58:48,301 - INFO - Process ID: 2256, Name: ApplicationFrameHost.exe, CPU: 0.0%
2024-06-09 12:58:48,301 - INFO - Process ID: 2276, Name: NVDisplay.Container.exe, CPU: 0.0%
2024-06-09 12:58:48,301 - INFO - Process ID: 2284, Name: RuntimeBroker.exe, CPU: 0.0%
2024-06-09 12:58:48,301 - INFO - Process ID: 2288, Name: wslhost.exe, CPU: 0.0%
2024-06-09 12:58:48,302 - INFO - Process ID: 2300, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,302 - INFO - Process ID: 2308, Name: msrdc.exe, CPU: 0.0%
2024-06-09 12:58:48,302 - INFO - Process ID: 2336, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,302 - INFO - Process ID: 2348, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,302 - INFO - Process ID: 2380, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,302 - INFO - Process ID: 2392, Name: Docker Desktop.exe, CPU: 0.0%
2024-06-09 12:58:48,302 - INFO - Process ID: 2420, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2432, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2440, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2456, Name: dasHost.exe, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2512, Name: mmc.exe, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2536, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2548, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2580, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2604, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2648, Name: MemCompression, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2676, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,303 - INFO - Process ID: 2692, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 2780, Name: docker.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 2900, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 2968, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 2980, Name: conhost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 3004, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 3036, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 3060, Name: com.docker.backend.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 3152, Name: conhost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 3228, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 3236, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 3244, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 3348, Name: conhost.exe, CPU: 0.0%
2024-06-09 12:58:48,304 - INFO - Process ID: 3368, Name: vmmem, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3444, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3452, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3472, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3480, Name: chrome.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3604, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3624, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3668, Name: cmd.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3716, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3724, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3780, Name: spoolsv.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3864, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3916, Name: IntelCpHDCPSvc.exe, CPU: 0.0%
2024-06-09 12:58:48,305 - INFO - Process ID: 3924, Name: armsvc.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 3952, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 3992, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4044, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4068, Name: conhost.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4084, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4148, Name: MpDefenderCoreService.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4156, Name: NisSrv.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4180, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4196, Name: mongod.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4224, Name: wsl.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4228, Name: mysqld.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4252, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4260, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4276, Name: pg_ctl.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4284, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,306 - INFO - Process ID: 4312, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4324, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4348, Name: MsMpEng.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4356, Name: wsl.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4376, Name: wslservice.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4504, Name: RuntimeBroker.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4516, Name: svchost.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4600, Name: msedge.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4616, Name: pgagent.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4628, Name: wsl.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4648, Name: mysqld.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4660, Name: IntelCpHeciSvc.exe, CPU: 0.0%
2024-06-09 12:58:48,307 - INFO - Process ID: 4848, Name: conhost.exe, CPU: 0.0%
